layer_id,module_name,channel,weight_scale,zero_point,qmin,qmax
10,conv4.2.0,36,0.001148705487139523,0,-127,127
10,conv4.2.0,37,0.0009373512584716082,0,-127,127
10,conv4.2.0,38,0.0010713455267250538,0,-127,127
10,conv4.2.0,39,0.001226767199113965,0,-127,127
10,conv4.2.0,40,0.001076697837561369,0,-127,127
10,conv4.2.0,41,0.0009419235284440219,0,-127,127
10,conv4.2.0,42,0.0016506704268977046,0,-127,127
10,conv4.2.0,43,0.0013784217881038785,0,-127,127
10,conv4.2.0,44,0.0011862836545333266,0,-127,127
10,conv4.2.0,45,0.0009630954009480774,0,-127,127
10,conv4.2.0,46,0.0011596723925322294,0,-127,127
10,conv4.2.0,47,0.0009872072841972113,0,-127,127
10,conv4.2.0,48,0.0010982758831232786,0,-127,127
10,conv4.2.0,49,0.00118935271166265,0,-127,127
10,conv4.2.0,50,0.0012229031417518854,0,-127,127
10,conv4.2.0,51,0.001025141915306449,0,-127,127
10,conv4.2.0,52,0.0012172219576314092,0,-127,127
10,conv4.2.0,53,0.0009881439618766308,0,-127,127
10,conv4.2.0,54,0.0011175601975992322,0,-127,127
10,conv4.2.0,55,0.0014116127276793122,0,-127,127
10,conv4.2.0,56,0.001198257552459836,0,-127,127
10,conv4.2.0,57,0.0009623374789953232,0,-127,127
10,conv4.2.0,58,0.0010426624212414026,0,-127,127
10,conv4.2.0,59,0.0009422283619642258,0,-127,127
10,conv4.2.0,60,0.0012023065937682986,0,-127,127
10,conv4.2.0,61,0.000776291883084923,0,-127,127
10,conv4.2.0,62,0.0010992004536092281,0,-127,127
10,conv4.2.0,63,0.0011065617436543107,0,-127,127
11,conv_out.0,0,0.002372644143179059,0,-127,127
11,conv_out.0,1,0.003193269483745098,0,-127,127
11,conv_out.0,2,0.0035585861187428236,0,-127,127
11,conv_out.0,3,0.00458784494549036,0,-127,127
11,conv_out.0,4,0.0031022150069475174,0,-127,127
11,conv_out.0,5,0.0031140686478465796,0,-127,127
11,conv_out.0,6,0.002819326240569353,0,-127,127
11,conv_out.0,7,0.003219049656763673,0,-127,127
11,conv_out.0,8,0.0030964657198637724,0,-127,127
11,conv_out.0,9,0.003620531875640154,0,-127,127
11,conv_out.0,10,0.0026414848398417234,0,-127,127
11,conv_out.0,11,0.0035037687048316,0,-127,127
11,conv_out.0,12,0.0025743942242115736,0,-127,127
11,conv_out.0,13,0.0034747805912047625,0,-127,127
11,conv_out.0,14,0.003017019247636199,0,-127,127
11,conv_out.0,15,0.0025334360543638468,0,-127,127
11,conv_out.0,16,0.003228035056963563,0,-127,127
11,conv_out.0,17,0.0027950096409767866,0,-127,127
11,conv_out.0,18,0.0030622100457549095,0,-127,127
11,conv_out.0,19,0.0024058662820607424,0,-127,127
11,conv_out.0,20,0.0030754252802580595,0,-127,127
11,conv_out.0,21,0.0032364472281187773,0,-127,127
11,conv_out.0,22,0.0020858286879956722,0,-127,127
11,conv_out.0,23,0.0030043325386941433,0,-127,127
11,conv_out.0,24,0.002855974482372403,0,-127,127
11,conv_out.0,25,0.0029402347281575203,0,-127,127
11,conv_out.0,26,0.003497437806800008,0,-127,127
11,conv_out.0,27,0.002555694431066513,0,-127,127
11,conv_out.0,28,0.0026554737705737352,0,-127,127
11,conv_out.0,29,0.002617485588416457,0,-127,127
11,conv_out.0,30,0.002720101736485958,0,-127,127
11,conv_out.0,31,0.002819737186655402,0,-127,127
11,conv_out.0,32,0.0030659243930131197,0,-127,127
11,conv_out.0,33,0.003458799095824361,0,-127,127
11,conv_out.0,34,0.0027061784639954567,0,-127,127
11,conv_out.0,35,0.0031001924071460962,0,-127,127
11,conv_out.0,36,0.0028568943962454796,0,-127,127
11,conv_out.0,37,0.0029545098077505827,0,-127,127
11,conv_out.0,38,0.0027099361177533865,0,-127,127
11,conv_out.0,39,0.0029336262959986925,0,-127,127
11,conv_out.0,40,0.0026841633953154087,0,-127,127
11,conv_out.0,41,0.0030666126403957605,0,-127,127
11,conv_out.0,42,0.003282829886302352,0,-127,127
11,conv_out.0,43,0.004565045237541199,0,-127,127
11,conv_out.0,44,0.002474058885127306,0,-127,127
11,conv_out.0,45,0.0027803590055555105,0,-127,127
11,conv_out.0,46,0.002927899593487382,0,-127,127
11,conv_out.0,47,0.004372159950435162,0,-127,127
11,conv_out.0,48,0.003516041673719883,0,-127,127
11,conv_out.0,49,0.00319308671168983,0,-127,127
11,conv_out.0,50,0.00267184991389513,0,-127,127
11,conv_out.0,51,0.00380711629986763,0,-127,127
11,conv_out.0,52,0.003318366128951311,0,-127,127
11,conv_out.0,53,0.0017985261511057615,0,-127,127
11,conv_out.0,54,0.0033397090155631304,0,-127,127
11,conv_out.0,55,0.0033558793365955353,0,-127,127
11,conv_out.0,56,0.0035323454067111015,0,-127,127
11,conv_out.0,57,0.002494960557669401,0,-127,127
11,conv_out.0,58,0.002802868140861392,0,-127,127
11,conv_out.0,59,0.002698574448004365,0,-127,127
11,conv_out.0,60,0.0022230627946555614,0,-127,127
11,conv_out.0,61,0.0023840367794036865,0,-127,127
11,conv_out.0,62,0.00273972493596375,0,-127,127
11,conv_out.0,63,0.0028342038858681917,0,-127,127
11,conv_out.0,64,0.0035684683825820684,0,-127,127
11,conv_out.0,65,0.0027213238645344973,0,-127,127
11,conv_out.0,66,0.0034601560328155756,0,-127,127
11,conv_out.0,67,0.003686702810227871,0,-127,127
11,conv_out.0,68,0.0028497762978076935,0,-127,127
11,conv_out.0,69,0.0032896841876208782,0,-127,127
11,conv_out.0,70,0.003069316502660513,0,-127,127
11,conv_out.0,71,0.0028200382366776466,0,-127,127
11,conv_out.0,72,0.0029493735637515783,0,-127,127
11,conv_out.0,73,0.0028821099549531937,0,-127,127
11,conv_out.0,74,0.0034418324939906597,0,-127,127
11,conv_out.0,75,0.0033513912931084633,0,-127,127
11,conv_out.0,76,0.003258930519223213,0,-127,127
11,conv_out.0,77,0.003563464852049947,0,-127,127
11,conv_out.0,78,0.002662530867382884,0,-127,127
11,conv_out.0,79,0.0021097210701555014,0,-127,127
11,conv_out.0,80,0.002848413772881031,0,-127,127
11,conv_out.0,81,0.0024169606622308493,0,-127,127
11,conv_out.0,82,0.0023869310971349478,0,-127,127
11,conv_out.0,83,0.0035727813374251127,0,-127,127
11,conv_out.0,84,0.003979526460170746,0,-127,127
11,conv_out.0,85,0.0032888606656342745,0,-127,127
11,conv_out.0,86,0.0033602765761315823,0,-127,127
11,conv_out.0,87,0.003795005613937974,0,-127,127
11,conv_out.0,88,0.0032502305693924427,0,-127,127
11,conv_out.0,89,0.002256836974993348,0,-127,127
11,conv_out.0,90,0.0027768646832555532,0,-127,127
11,conv_out.0,91,0.00295562413521111,0,-127,127
11,conv_out.0,92,0.0022082908544689417,0,-127,127
11,conv_out.0,93,0.003322468837723136,0,-127,127
11,conv_out.0,94,0.003849494270980358,0,-127,127
11,conv_out.0,95,0.0030813575722277164,0,-127,127
11,conv_out.0,96,0.003081626957282424,0,-127,127
11,conv_out.0,97,0.00409837206825614,0,-127,127
11,conv_out.0,98,0.002772607607766986,0,-127,127
11,conv_out.0,99,0.0029317797161638737,0,-127,127
11,conv_out.0,100,0.002979748649522662,0,-127,127
11,conv_out.0,101,0.0035550566390156746,0,-127,127
11,conv_out.0,102,0.003209909424185753,0,-127,127
11,conv_out.0,103,0.003073463449254632,0,-127,127
11,conv_out.0,104,0.0031936673913151026,0,-127,127
11,conv_out.0,105,0.002768824342638254,0,-127,127
11,conv_out.0,106,0.002794027328491211,0,-127,127
11,conv_out.0,107,0.0027545723132789135,0,-127,127
11,conv_out.0,108,0.0028683922719210386,0,-127,127
11,conv_out.0,109,0.002443511737510562,0,-127,127
11,conv_out.0,110,0.0024618373718112707,0,-127,127
11,conv_out.0,111,0.0025336877442896366,0,-127,127
11,conv_out.0,112,0.0026512746699154377,0,-127,127
11,conv_out.0,113,0.0031087056268006563,0,-127,127
11,conv_out.0,114,0.0032981382682919502,0,-127,127
11,conv_out.0,115,0.0027350850868970156,0,-127,127
11,conv_out.0,116,0.002938229590654373,0,-127,127
11,conv_out.0,117,0.003315071342512965,0,-127,127
11,conv_out.0,118,0.003531011054292321,0,-127,127
11,conv_out.0,119,0.002305485773831606,0,-127,127
11,conv_out.0,120,0.003004666417837143,0,-127,127
11,conv_out.0,121,0.004273172002285719,0,-127,127
11,conv_out.0,122,0.003174652112647891,0,-127,127
11,conv_out.0,123,0.002462680684402585,0,-127,127
11,conv_out.0,124,0.0028838557191193104,0,-127,127
11,conv_out.0,125,0.0034783249720931053,0,-127,127
11,conv_out.0,126,0.0022718049585819244,0,-127,127
11,conv_out.0,127,0.004308696836233139,0,-127,127
